HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013
171, Afghanistan,,,,45.1,40.2,38.4,32.6,25.8
85, Albania,0.5,7.3,8.4,3.7,2.9,2.7,2.8,2.3
83, Algeria,0.6,0.7,0.4,0.4,0.1,0.1,0.1,0.1
149, Angola,3.2,11.3,4.1,1.7,0.3,0.2,0.2,0.3
58, Antigua and Barbuda,1.3,0.5,1.3,0.8,1.7,1.4,0.2,0.1
40, Argentina,0.1,0.1,0,0,0,0,0,0
85, Armenia,,14.8,11,3.3,3.5,3.8,2.6,2.7
78, Azerbaijan,,3.9,2.8,1.9,0.3,0.5,0.5,-0.1
55, Bahamas,0.1,0.1,,,,,,
45, Bahrain,3.9,1.7,0.7,,,,,
142, Bangladesh,6.8,3.3,2.4,2.1,1.1,1.1,1.5,1.6
57, Barbados,0.1,-0.1,0,0,0.4,,,
50, Belarus,,,,0.2,0.3,0.2,0.2,0.2
101, Belize,7.5,3,1.6,1.2,2,1.6,1.7,3.3
166, Benin,13.9,13.2,10.4,8,10.6,9.5,6.8,7.9
132, Bhutan,16.4,26.8,12.1,11.2,8.7,8.3,9.6,8.1
119, Bolivia (Plurinational State of),11.8,11,5.9,7,3.9,3.2,2.6,2.4
85, Bosnia and Herzegovina,,59.5,12.1,4.8,3,3.4,3.3,3
106, Botswana,3.9,1.9,0.6,0.5,1.2,0.8,0.5,0.7
75, Brazil,0,0,0,0,0,0,0.1,0.1
31, Brunei Darussalam,0.1,0.1,,,,,,
183, Burkina Faso,10.6,20.7,6.9,12.7,11.8,9.3,10,8.1
184, Burundi,23.5,29,10.5,33.1,31.3,24.6,21.2,20.1
122, Cabo Verde,34.1,23.9,17.8,17.3,20.6,14.1,14.6,13.4
143, Cambodia,,16.3,11.2,8.9,6.9,6.5,6,5.6
153, Cameroon,4.2,5.4,4.3,2.6,2.3,2.3,2.3,2.5
187, Central African Republic,17.5,15.3,8.4,6.6,13.2,12.3,10.5,12.3
185, Chad,18,16.3,9.6,6.8,4.7,3.9,3.8,3.1
42, Chile,0.3,0.2,0.1,0.1,0.1,0.1,0,0
90, China,0.6,0.5,0.1,0.1,0,0,0,0
97, Colombia,0.2,0.2,0.2,0.4,0.3,0.3,0.2,0.2
159, Comoros,18,17.9,9.3,6,12.7,8.9,12.1,13.3
136, Congo,9.3,10.2,1.4,35.4,14.5,2.4,1.3,1.4
176, Congo (Democratic Republic of the),10.4,4,0.9,16.4,16.9,22.6,10.3,8.6
69, Costa Rica,3.2,0.3,0.1,0.1,0.3,0.1,0.1,0.1
47, Croatia,,0.2,0.3,0.3,0.3,,,
67, Cuba,0.2,0.2,0.1,0.2,0.2,0.1,,
32, Cyprus,0.7,0.2,,,,,,
172, C™te d'Ivoire,7.5,12.1,3.6,0.6,3.5,5.9,10.1,4.2
168, Djibouti,,20.5,12.7,9.6,,,,
94, Dominica,12.2,11.9,5.1,6.2,6.7,4.9,5.2,4
101, Dominican Republic,1.5,0.8,0.2,0.3,0.3,0.4,0.5,0.3
88, Ecuador,1.1,0.9,0.9,0.6,0.2,0.2,0.2,0.2
108, Egypt,14.4,3.4,1.4,1.2,0.3,0.2,0.7,2.1
116, El Salvador,7.4,3.1,1.4,1.2,1.4,1.3,1,0.7
138, Equatorial Guinea,50.4,28.3,3.1,0.9,0.9,0.2,0.1,0.1
186, Eritrea,,25.3,25,32.1,7.7,5,4.4,2.5
174, Ethiopia,8.3,11.5,8.4,15.6,11.8,11.1,7.5,8.1
90, Fiji,3.8,2.3,1.7,2.2,2.5,2.2,2.9,2.4
110, Gabon,2.5,3.3,0.3,0.8,0.8,0.4,0.5,0.5
175, Gambia,33.4,5.9,6.6,10,13,15.5,15.7,12.7
76, Georgia,,8.1,5.3,4.5,5.5,4.2,4.2,4.1
140, Ghana,9.7,10.2,12.4,10.9,5.3,4.7,4.6,2.8
79, Grenada,6.6,4.1,3.4,7.9,4.6,1.6,1,1.2
128, Guatemala,2.7,1.4,1.4,1,1,0.8,0.6,0.9
182, Guinea,11.6,11.5,5.2,7.5,5.1,4.4,6.5,8.8
178, Guinea-Bissau,54.2,49.8,22.7,11.5,14.8,10.9,8.2,10.8
124, Guyana,61.2,15.1,17.5,19.3,7.4,6.2,4,3.4
163, Haiti,,,,10.1,46.1,22.6,16,13.7
131, Honduras,16,11,6.5,7.5,4.2,3.7,3.3,3.6
12," Hong Kong, China (SAR)",0.1,0,,,,,,
130, India,0.4,0.5,0.3,0.2,0.2,0.2,0.1,0.1
